# #id    turkerid    label    a1    a2
arg35747_arg35650	A3QGFLKL2G6NJJ	a2	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.	I think that it will be better to have an lousy father than no father. A least you have an father. You know who he is and where he is. You will also kinda get an idea on what you going to be when you go up. If he is an lousy father, that will help you not be what he is. You can say that it is motivation that will help you became an better father. Because you don't want to be like your father. You want to better that your father, in-fact that should motivate you to be the greatest father you can be.
arg35747_arg35650	A20ZCAE2ZY2X0X	equal	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.	I think that it will be better to have an lousy father than no father. A least you have an father. You know who he is and where he is. You will also kinda get an idea on what you going to be when you go up. If he is an lousy father, that will help you not be what he is. You can say that it is motivation that will help you became an better father. Because you don't want to be like your father. You want to better that your father, in-fact that should motivate you to be the greatest father you can be.
arg35747_arg35650	A2UBNWFE5E72WC	a2	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.	I think that it will be better to have an lousy father than no father. A least you have an father. You know who he is and where he is. You will also kinda get an idea on what you going to be when you go up. If he is an lousy father, that will help you not be what he is. You can say that it is motivation that will help you became an better father. Because you don't want to be like your father. You want to better that your father, in-fact that should motivate you to be the greatest father you can be.
arg35747_arg35650	A2WS2N6YRHWUO7	a2	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.	I think that it will be better to have an lousy father than no father. A least you have an father. You know who he is and where he is. You will also kinda get an idea on what you going to be when you go up. If he is an lousy father, that will help you not be what he is. You can say that it is motivation that will help you became an better father. Because you don't want to be like your father. You want to better that your father, in-fact that should motivate you to be the greatest father you can be.
arg35747_arg35650	AV96NVR8V39GL	a2	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.	I think that it will be better to have an lousy father than no father. A least you have an father. You know who he is and where he is. You will also kinda get an idea on what you going to be when you go up. If he is an lousy father, that will help you not be what he is. You can say that it is motivation that will help you became an better father. Because you don't want to be like your father. You want to better that your father, in-fact that should motivate you to be the greatest father you can be.
arg35666_arg35747	A3QGFLKL2G6NJJ	a1	I would have to pick having a lousy father than not having a father at all because, there will be a point where you may need his help. (It may not help but at least you tried.) I know that I have a lousy father, and there are times that he gets me mad, but then again there are times where he does the dumbest things, and makes me laugh. I know that I don't have the father I want, but I still love him no matter how lousy he is.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35666_arg35747	ABX5OQLR6UNBC	a1	I would have to pick having a lousy father than not having a father at all because, there will be a point where you may need his help. (It may not help but at least you tried.) I know that I have a lousy father, and there are times that he gets me mad, but then again there are times where he does the dumbest things, and makes me laugh. I know that I don't have the father I want, but I still love him no matter how lousy he is.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35666_arg35747	A3TQLPWV61K8Z0	a1	I would have to pick having a lousy father than not having a father at all because, there will be a point where you may need his help. (It may not help but at least you tried.) I know that I have a lousy father, and there are times that he gets me mad, but then again there are times where he does the dumbest things, and makes me laugh. I know that I don't have the father I want, but I still love him no matter how lousy he is.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35666_arg35747	A14SICTOVWQNE8	equal	I would have to pick having a lousy father than not having a father at all because, there will be a point where you may need his help. (It may not help but at least you tried.) I know that I have a lousy father, and there are times that he gets me mad, but then again there are times where he does the dumbest things, and makes me laugh. I know that I don't have the father I want, but I still love him no matter how lousy he is.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35666_arg35747	ACBCCAOV8UIKY	a1	I would have to pick having a lousy father than not having a father at all because, there will be a point where you may need his help. (It may not help but at least you tried.) I know that I have a lousy father, and there are times that he gets me mad, but then again there are times where he does the dumbest things, and makes me laugh. I know that I don't have the father I want, but I still love him no matter how lousy he is.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35751_arg35747	A39NJG4UQG6M1L	a2	It is better to have a lousy father because; when it comes to a father he is not only a provider but also a protector. Almost every father is lousy, because they go out and work without giving much time to their children. Some children grow up without a father thinking that they had a father, in any shape or form.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35751_arg35747	A2G0YLK7FVEM28	a1	It is better to have a lousy father because; when it comes to a father he is not only a provider but also a protector. Almost every father is lousy, because they go out and work without giving much time to their children. Some children grow up without a father thinking that they had a father, in any shape or form.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35751_arg35747	A2PVBG437LJJG2	a2	It is better to have a lousy father because; when it comes to a father he is not only a provider but also a protector. Almost every father is lousy, because they go out and work without giving much time to their children. Some children grow up without a father thinking that they had a father, in any shape or form.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35751_arg35747	A3MR0ZRJCFYRVJ	a1	It is better to have a lousy father because; when it comes to a father he is not only a provider but also a protector. Almost every father is lousy, because they go out and work without giving much time to their children. Some children grow up without a father thinking that they had a father, in any shape or form.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35751_arg35747	A2UBNWFE5E72WC	equal	It is better to have a lousy father because; when it comes to a father he is not only a provider but also a protector. Almost every father is lousy, because they go out and work without giving much time to their children. Some children grow up without a father thinking that they had a father, in any shape or form.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35623_arg35747	A5F8IMP8R17CC	a1	I believe its better to have a lousy father than to be fatherless. I myself know what's its like to not have a father, so to me it would be better to have a lousy father than no father at all. For some people, to have a lousy father is like having no father. But in reality you don't really know how good your father is or how good you really have it until he is gone and never coming back.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35623_arg35747	A39NJG4UQG6M1L	equal	I believe its better to have a lousy father than to be fatherless. I myself know what's its like to not have a father, so to me it would be better to have a lousy father than no father at all. For some people, to have a lousy father is like having no father. But in reality you don't really know how good your father is or how good you really have it until he is gone and never coming back.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
arg35623_arg35747	A3HF6SDNWTZ7DK	equal	I believe its better to have a lousy father than to be fatherless. I myself know what's its like to not have a father, so to me it would be better to have a lousy father than no father at all. For some people, to have a lousy father is like having no father. But in reality you don't really know how good your father is or how good you really have it until he is gone and never coming back.	I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.
