# #id    turkerid    label    a1    a2
arg236317_arg636360	A1VGZ2K3HF66TE	a2	This is just wrong we should not insult who we believe in we do not need to know what you people think	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.
arg236317_arg636360	A3TQLPWV61K8Z0	a2	This is just wrong we should not insult who we believe in we do not need to know what you people think	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.
arg236317_arg636360	A31Y0TXC97728C	a2	This is just wrong we should not insult who we believe in we do not need to know what you people think	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.
arg236317_arg636360	A2XNP9FYIF2H1C	a1	This is just wrong we should not insult who we believe in we do not need to know what you people think	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.
arg236317_arg636360	A3QGFLKL2G6NJJ	a2	This is just wrong we should not insult who we believe in we do not need to know what you people think	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.
arg229346_arg236317	A3TQLPWV61K8Z0	a2	I love Jesus, so I am on this side .	This is just wrong we should not insult who we believe in we do not need to know what you people think
arg229346_arg236317	A1VGZ2K3HF66TE	equal	I love Jesus, so I am on this side .	This is just wrong we should not insult who we believe in we do not need to know what you people think
arg229346_arg236317	A30Y0DWQFFNGU0	a1	I love Jesus, so I am on this side .	This is just wrong we should not insult who we believe in we do not need to know what you people think
arg229346_arg236317	A2NV5THQNHLULM	equal	I love Jesus, so I am on this side .	This is just wrong we should not insult who we believe in we do not need to know what you people think
arg229346_arg236317	A1PMKPD5QEU891	equal	I love Jesus, so I am on this side .	This is just wrong we should not insult who we believe in we do not need to know what you people think
